DP Normalizado,Tm # Normalizado,Pos # Normalizado,Age Normalizado,AvgAV Categorizado,Conference # Norm,NFL.com Grade,SPORQ Normalizado
0.3333333333,0.2121212121,0.1428571429,0.5000000000,0,0.6153846154,0.7513513514,0.5710834437
0.3333333333,0.6363636364,0.2857142857,0.3333333333,1,0.2307692308,0.1081081081,0.6801593644
0.3333333333,0.6666666667,0.7142857143,0.5000000000,1,0.0000000000,0.7387387387,0.2755586449
0.3333333333,0.6969696970,0.3571428571,0.5000000000,0,0.1538461538,0.8108108108,0.6805276468
0.3333333333,0.2121212121,0.4285714286,0.5000000000,1,0.6923076923,0.8018018018,0.5573372316
0.3333333333,0.0909090909,0.6428571429,0.5000000000,0,0.7692307692,0.7603603604,0.4973150581
0.3333333333,0.1212121212,0.6428571429,0.3333333333,1,0.0769230769,0.8378378378,0.3965777394
0.3333333333,0.2727272727,0.1428571429,0.1666666667,0,0.1538461538,0.8018018018,0.7322509389
0.3333333333,0.1515151515,0.7142857143,0.3333333333,0,0.4615384615,0.7387387387,0.3911659817
0.3333333333,0.1818181818,0.3571428571,0.1666666667,1,0.0000000000,0.6882882883,0.8454313314
0.4444444444,0.3030303030,0.2857142857,0.3333333333,0,0.2307692308,0.7657657658,0.7552591605
0.4444444444,0.2121212121,0.2142857143,0.3333333333,0,0.2307692308,0.6342342342,0.4869308335
0.4444444444,0.5454545455,0.2857142857,0.3333333333,0,0.4615384615,0.7747747748,0.5713456539
0.4444444444,0.4545454545,0.7142857143,0.3333333333,0,0.4615384615,0.8018018018,0.3956664237
0.4444444444,0.5757575758,0.3571428571,0.3333333333,1,0.4615384615,0.8108108108,0.6566767521
0.4444444444,0.1818181818,0.0714285714,0.6666666667,0,0.8461538462,0.7747747748,0.5785460718
0.4444444444,0.7272727273,0.7142857143,0.5000000000,1,0.3076923077,0.7477477477,0.5127965067
0.4444444444,0.7575757576,0.2142857143,0.3333333333,0,0.0000000000,0.5765765766,0.6085913719
0.4444444444,0.5454545455,0.4285714286,0.3333333333,1,0.0769230769,0.5801801802,0.5829206566
0.4444444444,0.6060606061,0.1428571429,0.1666666667,0,0.0769230769,0.8018018018,0.4780326907
0.4444444444,0.0000000000,0.7857142857,0.3333333333,0,0.1538461538,0.7693693694,0.5470198810
0.5555555556,0.2121212121,0.4285714286,0.3333333333,0,0.6923076923,0.7567567568,0.5806730065
0.5555555556,0.0303030303,0.4285714286,0.1666666667,0,0.2307692308,0.6162162162,0.8253390988
0.5555555556,0.4848484848,0.1428571429,0.3333333333,0,0.4615384615,0.5405405405,0.6469114932
0.5555555556,0.1212121212,0.1428571429,0.5000000000,0,0.1538461538,0.5045045045,0.5020237087
0.5555555556,0.7878787879,0.6428571429,0.5000000000,0,0.2307692308,0.4180180180,0.4013570987
0.5555555556,0.8181818182,0.3571428571,0.1666666667,1,0.1538461538,0.7297297297,0.7016941421
0.5555555556,0.3030303030,0.4285714286,0.3333333333,0,0.0769230769,0.6036036036,0.4984245012
0.5555555556,0.1515151515,0.7142857143,0.5000000000,0,0.3076923077,0.7297297297,0.7015736623
0.5555555556,0.2424242424,0.0000000000,0.5000000000,2,0.4615384615,0.4864864865,0.5643490156
0.5555555556,0.2727272727,0.3571428571,0.5000000000,1,0.6153846154,0.5045045045,0.7749956821
0.5555555556,0.8181818182,0.7857142857,0.3333333333,0,0.0769230769,0.5405405405,0.8210747165
0.5555555556,0.8484848485,0.4285714286,0.5000000000,0,0.3076923077,0.7567567568,0.6967141161
0.5555555556,0.0606060606,0.0714285714,0.3333333333,0,0.3846153846,0.6486486486,0.6576410118
0.5555555556,0.3636363636,0.2857142857,0.3333333333,0,0.4615384615,0.5945945946,0.8570137407
0.5555555556,0.5151515152,0.1428571429,0.5000000000,1,0.4615384615,0.7027027027,0.6414588220
0.5555555556,0.7272727273,0.2142857143,0.1666666667,0,0.2307692308,0.5315315315,0.6521518377
0.5555555556,0.4242424242,0.4285714286,0.5000000000,0,0.6153846154,0.5765765766,0.3226789410
0.5555555556,0.4545454545,0.3571428571,0.3333333333,0,0.1538461538,0.6972972973,0.5552746915
0.5555555556,0.3939393939,0.0714285714,0.5000000000,0,0.0769230769,0.4414414414,0.7437534720
0.5555555556,0.8787878788,0.7142857143,0.5000000000,0,0.8461538462,0.1621621622,0.4669876189
0.5555555556,0.5151515152,0.2857142857,0.3333333333,0,0.1538461538,0.7747747748,0.5212213621
0.5555555556,0.9090909091,0.7142857143,1.0000000000,0,0.0000000000,0.3153153153,0.4599020340
0.6666666667,0.2121212121,0.1428571429,0.3333333333,0,0.1538461538,0.6936936937,0.5293548227
0.6666666667,0.4848484848,0.8571428571,0.5000000000,1,0.0769230769,0.6612612613,0.4639819834
0.6666666667,0.7878787879,0.0000000000,0.6666666667,1,0.4615384615,0.5675675676,0.2892502536
0.6666666667,0.1212121212,0.3571428571,0.5000000000,1,0.1538461538,0.5081081081,0.6995602043
0.6666666667,0.2424242424,0.2142857143,0.3333333333,0,0.3846153846,0.4774774775,0.6836967788
0.6666666667,0.6363636364,0.9285714286,1.0000000000,0,0.3076923077,0.4900900901,0.5157605059
0.6666666667,0.3030303030,0.7857142857,0.3333333333,0,0.6153846154,0.2612612613,0.6407745862
0.6666666667,0.3333333333,0.7857142857,0.5000000000,0,0.2307692308,0.2207207207,0.6868560891
0.6666666667,0.8484848485,0.7142857143,0.5000000000,1,0.0769230769,0.7837837838,0.4241342967
0.6666666667,0.0606060606,0.3571428571,0.5000000000,0,0.1538461538,0.3423423423,0.6291295138
0.6666666667,0.2424242424,0.2857142857,0.5000000000,0,0.0769230769,0.3369369369,0.5980952614
0.6666666667,0.3636363636,0.4285714286,0.5000000000,0,0.1538461538,0.2702702703,0.6304820874
0.6666666667,0.0303030303,0.1428571429,0.3333333333,0,0.0769230769,0.4900900901,0.5682115639
0.6666666667,0.6666666667,0.3571428571,0.5000000000,0,0.3846153846,0.4954954955,0.7103154164
0.6666666667,0.4848484848,0.1428571429,0.3333333333,0,0.4615384615,0.6216216216,0.6117390975
0.6666666667,0.4242424242,0.3571428571,0.1666666667,0,0.3076923077,0.7567567568,0.5996837171
0.6666666667,0.4848484848,0.0714285714,0.5000000000,0,0.4615384615,0.7603603604,0.5153350566
0.6666666667,0.7272727273,0.4285714286,0.3333333333,0,0.9230769231,0.2117117117,0.5649286532
0.6666666667,0.6060606061,0.7142857143,0.5000000000,0,0.0769230769,0.5675675676,0.4899735935
0.6666666667,0.5454545455,0.4285714286,0.5000000000,0,0.6923076923,0.2882882883,0.6048016377
0.7777777778,0.6363636364,0.2857142857,0.3333333333,1,0.0769230769,0.1531531532,0.5207303145
0.7777777778,0.4242424242,0.3571428571,0.3333333333,0,0.2307692308,0.2297297297,0.6830680689
0.7777777778,0.0303030303,0.4285714286,0.5000000000,0,0.5384615385,0.3333333333,0.5501591468
0.7777777778,0.7878787879,0.6428571429,0.5000000000,0,0.4615384615,0.1936936937,0.5718270085
0.7777777778,0.6969696970,0.3571428571,0.3333333333,0,0.3846153846,0.2252252252,0.5512692582
0.7777777778,0.0909090909,0.4285714286,0.6666666667,1,0.6153846154,0.6036036036,0.5017254502
0.7777777778,0.1212121212,0.9285714286,0.3333333333,0,0.1538461538,0.7423423423,0.3607647972
0.7777777778,0.1212121212,0.3571428571,0.5000000000,0,0.3076923077,0.2072072072,0.6843712878
0.7777777778,0.3030303030,0.6428571429,0.6666666667,0,0.4615384615,0.2342342342,0.5154629659
0.7777777778,0.2121212121,0.6428571429,0.5000000000,0,0.0769230769,0.2702702703,0.4813176381
0.7777777778,0.8484848485,0.6428571429,0.3333333333,0,0.0000000000,0.5585585586,0.3772069511
0.7777777778,0.0606060606,0.1428571429,0.6666666667,0,0.1538461538,0.3009009009,0.5366077299
0.7777777778,0.8787878788,0.2142857143,0.3333333333,0,0.4615384615,0.1801801802,0.6741814759
0.7777777778,0.9090909091,0.0714285714,0.6666666667,0,0.4615384615,0.4270270270,0.7039098784
0.7777777778,0.4545454545,0.2142857143,0.6666666667,0,0.0769230769,0.5441441441,0.6138327947
0.7777777778,0.6666666667,0.6428571429,0.5000000000,0,0.0000000000,0.4504504505,0.4852146320
0.7777777778,0.9393939394,0.4285714286,0.3333333333,0,0.6923076923,0.2252252252,0.6658117440
0.7777777778,0.5454545455,0.3571428571,0.3333333333,0,0.1538461538,0.6081081081,0.5153577234
0.7777777778,0.8787878788,0.0714285714,0.6666666667,0,0.6153846154,0.5585585586,0.6327199693
0.7777777778,0.7575757576,0.3571428571,0.5000000000,0,0.5384615385,0.3279279279,0.6154952726
0.7777777778,0.5151515152,0.1428571429,0.3333333333,1,0.0000000000,0.5855855856,0.4864526517
0.7777777778,0.5151515152,0.4285714286,0.3333333333,0,0.3846153846,0.5675675676,0.6800509337
0.7777777778,0.9090909091,0.1428571429,0.3333333333,0,0.0000000000,0.6882882883,0.5928501119
0.7777777778,0.7272727273,0.4285714286,0.3333333333,0,0.6923076923,0.5225225225,0.5401353042
0.7777777778,0.0000000000,0.2142857143,0.3333333333,0,0.0769230769,0.2162162162,0.5588287345
0.8888888889,0.7878787879,0.2142857143,0.5000000000,1,0.8461538462,0.1081081081,0.5878209471
0.8888888889,0.6969696970,0.4285714286,0.5000000000,0,0.1538461538,0.3603603604,0.5423066620
0.8888888889,0.8484848485,0.4285714286,0.3333333333,0,0.6923076923,0.1621621622,0.7022940402
0.8888888889,0.9393939394,0.6428571429,0.5000000000,0,0.1538461538,0.1081081081,0.1995137799
0.8888888889,0.1515151515,0.2142857143,0.3333333333,0,0.0769230769,0.5081081081,0.4681208540
0.8888888889,0.8181818182,0.1428571429,0.5000000000,0,0.4615384615,0.5765765766,0.4381684834
0.8888888889,0.8484848485,0.0000000000,0.5000000000,0,0.3846153846,0.4054054054,0.3263180719
0.8888888889,0.0606060606,0.7857142857,0.5000000000,0,0.3076923077,0.4234234234,0.8310600499
0.8888888889,0.5151515152,0.2142857143,0.5000000000,0,0.4615384615,0.2252252252,0.6166258625
0.8888888889,0.8787878788,0.4285714286,0.3333333333,0,0.0769230769,0.2387387387,0.6438495086
0.8888888889,0.7878787879,0.7142857143,0.5000000000,0,0.6923076923,0.4810810811,0.6011231330
0.8888888889,0.1818181818,0.1428571429,0.5000000000,0,0.4615384615,0.4810810811,0.6738195620
0.8888888889,0.7272727273,0.1428571429,0.3333333333,0,0.1538461538,0.4954954955,0.5923470816
0.8888888889,0.1818181818,0.6428571429,0.6666666667,0,0.1538461538,0.4414414414,0.4043662810
0.8888888889,0.2727272727,0.2142857143,0.5000000000,0,0.3076923077,0.3279279279,0.7038218041
0.8888888889,0.6666666667,0.2857142857,0.5000000000,0,0.3846153846,0.7657657658,0.5576221227
1.0000000000,0.0000000000,0.9285714286,0.6666666667,0,0.0769230769,0.1711711712,0.4700636829
1.0000000000,0.0303030303,0.3571428571,0.5000000000,0,0.1538461538,0.4684684685,0.5943925352
1.0000000000,0.3636363636,0.0714285714,0.5000000000,0,0.8461538462,0.2792792793,0.7750998682
1.0000000000,0.8181818182,0.2857142857,0.5000000000,0,0.3076923077,0.4144144144,0.5835524325
1.0000000000,0.0303030303,0.0714285714,0.3333333333,0,0.0000000000,0.3333333333,0.5098709370
1.0000000000,0.8484848485,0.7142857143,0.6666666667,0,0.3846153846,0.3819819820,0.4190439232
1.0000000000,0.0606060606,0.3571428571,0.3333333333,0,0.6923076923,0.2018018018,0.4986748377
1.0000000000,0.2424242424,0.2857142857,0.5000000000,1,0.1538461538,0.1621621622,0.7289498449
1.0000000000,0.8181818182,0.1428571429,0.3333333333,0,0.3846153846,0.5765765766,0.5974711723
1.0000000000,0.9090909091,0.3571428571,0.6666666667,0,0.4615384615,0.0900900901,0.5867538675
1.0000000000,0.5757575758,0.7857142857,0.5000000000,0,0.4615384615,0.1621621622,0.7221026040
1.0000000000,0.9393939394,0.9285714286,0.6666666667,0,0.4615384615,0.2288288288,0.2249471946
1.0000000000,0.7575757576,0.0714285714,0.3333333333,0,0.1538461538,0.5495495495,0.5907576217
1.0000000000,0.1515151515,0.1428571429,0.5000000000,0,0.4615384615,0.3243243243,0.7685486779
1.0000000000,0.6060606061,0.2857142857,1.0000000000,0,0.1538461538,0.1351351351,0.7363144200
1.0000000000,0.4545454545,0.7857142857,0.5000000000,0,0.0000000000,0.2342342342,0.4949657112
1.0000000000,0.5454545455,0.9285714286,0.3333333333,0,0.1538461538,0.4180180180,0.5015671796
1.0000000000,0.2727272727,0.4285714286,0.5000000000,0,0.0769230769,0.4954954955,0.5249572244
1.0000000000,0.2727272727,0.1428571429,0.6666666667,0,0.9230769231,0.3783783784,0.5639853975
1.0000000000,0.6666666667,0.4285714286,0.5000000000,0,0.0000000000,0.7387387387,0.5299958947
1.0000000000,0.4545454545,0.4285714286,0.3333333333,0,0.0769230769,0.4414414414,0.5808355250
1.0000000000,0.4545454545,0.7142857143,0.5000000000,1,0.2307692308,0.1396396396,0.3660340746
1.0000000000,0.3030303030,0.2142857143,0.1666666667,0,0.4615384615,0.3513513514,0.4783718244
1.0000000000,0.0000000000,0.0000000000,0.6666666667,0,0.9230769231,0.2432432432,0.5124238542
0.0000000000,0.1515151515,0.7142857143,0.3333333333,1,0.9230769231,0.9459459459,0.6546954064
0.0000000000,0.6969696970,0.7142857143,0.1666666667,0,0.0769230769,0.9693693694,0.4939250131
0.0000000000,0.8181818182,0.0714285714,0.5000000000,0,0.0000000000,0.9369369369,0.6635346236
0.0000000000,0.1818181818,0.7142857143,0.5000000000,1,0.3076923077,0.9261261261,0.8030805642
0.0000000000,0.6666666667,0.3571428571,0.3333333333,0,0.0769230769,0.9243243243,0.7586808238
0.0000000000,0.8484848485,0.6428571429,0.5000000000,0,0.1538461538,0.8180180180,0.5283302134
0.0000000000,0.2121212121,0.1428571429,0.5000000000,0,0.3076923077,0.8990990991,0.4585316085
0.0000000000,0.2727272727,0.4285714286,0.1666666667,0,0.0769230769,0.9315315315,0.5929895721
0.1111111111,0.9393939394,0.4285714286,0.3333333333,0,0.3076923077,0.8324324324,0.6693498486
0.1111111111,0.7575757576,0.4285714286,0.1666666667,1,0.0769230769,0.7387387387,0.7861232491
0.1111111111,0.6060606061,0.7142857143,0.5000000000,1,0.1538461538,0.5675675676,0.5003209214
0.1111111111,0.3333333333,0.6428571429,0.6666666667,1,0.0000000000,0.6396396396,0.5528407485
0.2222222222,0.5151515152,0.7857142857,0.3333333333,0,0.5384615385,0.7531531532,0.6852425308
0.2222222222,0.8787878788,0.4285714286,0.3333333333,1,0.0000000000,0.7675675676,0.6595747659
0.2222222222,0.0303030303,0.2857142857,0.1666666667,0,0.0769230769,0.9495495495,0.5245306728
0.2222222222,0.0000000000,0.0714285714,0.5000000000,0,0.1538461538,0.8414414414,0.5644683114
0.2222222222,0.5454545455,0.0714285714,0.5000000000,0,0.0000000000,0.7945945946,0.6742972325
0.2222222222,0.4848484848,0.1428571429,0.1666666667,1,0.1538461538,0.8342342342,0.4745995256
0.2222222222,0.6363636364,0.2857142857,0.6666666667,1,0.1538461538,0.7045045045,0.4558533050
0.2222222222,0.2121212121,0.3571428571,0.1666666667,1,0.0769230769,0.7657657658,0.6246108557
0.2222222222,0.0606060606,0.8571428571,0.3333333333,1,0.4615384615,0.6702702703,0.3420302693
0.3333333333,0.1818181818,0.7857142857,0.3333333333,1,0.0000000000,0.7333333333,0.4906775599
0.3333333333,0.4242424242,0.4285714286,0.3333333333,1,0.0769230769,0.5315315315,0.5760262657
0.3333333333,0.5151515152,0.2142857143,0.1666666667,1,0.1538461538,0.7657657658,0.5889835054
0.3333333333,0.3030303030,0.3571428571,0.3333333333,0,0.5384615385,0.8288288288,0.5489690621
0.3333333333,0.1212121212,0.1428571429,0.1666666667,1,0.0000000000,0.7495495495,0.4275190732
0.3333333333,0.9090909091,0.7142857143,0.6666666667,0,0.1538461538,0.7837837838,0.2879099635
0.3333333333,0.5757575758,0.4285714286,0.5000000000,0,0.0769230769,0.7729729730,0.4577914848
0.3333333333,0.0606060606,0.7857142857,0.3333333333,0,0.3846153846,0.6756756757,0.5657694544
0.3333333333,0.4545454545,0.2142857143,0.1666666667,2,0.4615384615,0.5351351351,0.6031160296
0.4444444444,0.6060606061,0.2857142857,0.1666666667,1,0.4615384615,0.7585585586,0.4915521251
0.4444444444,0.3939393939,0.3571428571,0.5000000000,1,0.8461538462,0.4918918919,0.9408762873
0.4444444444,0.5151515152,0.0714285714,1.0000000000,0,0.2307692308,0.6108108108,0.7872326998
0.4444444444,0.8181818182,0.4285714286,0.3333333333,0,0.3846153846,0.7927927928,0.6517423376
0.4444444444,0.7575757576,0.7857142857,0.5000000000,0,0.8461538462,0.6216216216,0.6974942515
0.4444444444,0.4848484848,0.4285714286,0.3333333333,0,0.0769230769,0.7189189189,0.6597181633
0.4444444444,0.6363636364,0.2142857143,0.3333333333,0,0.4615384615,0.6144144144,0.4840564568
0.4444444444,0.8787878788,0.4285714286,0.6666666667,0,0.6923076923,0.7117117117,0.7032432349
0.4444444444,0.2424242424,0.2142857143,0.3333333333,0,0.0769230769,0.5387387387,0.8704912520
0.4444444444,0.6969696970,0.4285714286,0.5000000000,0,0.2307692308,0.3711711712,0.6894474424
0.5555555556,0.4242424242,0.6428571429,0.3333333333,1,0.0769230769,0.8432432432,0.2810224363
0.5555555556,0.9090909091,0.3571428571,0.5000000000,0,0.2307692308,0.4846846847,0.7772850993
0.5555555556,0.1818181818,0.2857142857,0.5000000000,1,0.0769230769,0.6711711712,0.4924100552
0.5555555556,0.6666666667,0.4285714286,0.3333333333,0,0.3846153846,0.7063063063,0.4834527186
0.5555555556,0.8484848485,0.4285714286,0.1666666667,1,0.0769230769,0.5675675676,0.4480453807
0.5555555556,0.3636363636,0.4285714286,0.5000000000,0,0.2307692308,0.6432432432,0.6115161947
0.5555555556,0.2121212121,0.4285714286,0.3333333333,0,0.0000000000,0.4504504505,0.7781427350
0.5555555556,0.5757575758,0.0000000000,0.5000000000,0,0.1538461538,0.6828828829,0.1769747416
0.5555555556,0.0606060606,0.1428571429,0.5000000000,1,0.3076923077,0.7585585586,0.4793284770
0.5555555556,0.9393939394,0.7142857143,0.3333333333,1,0.7692307692,0.7657657658,0.7228554976
0.5555555556,0.4545454545,0.1428571429,0.3333333333,0,0.0000000000,0.7261261261,0.6021471055
0.5555555556,0.0606060606,0.4285714286,0.3333333333,0,0.6153846154,0.6396396396,0.6416772033
0.5555555556,0.3939393939,0.4285714286,0.3333333333,0,0.4615384615,0.4954954955,0.4744912410
0.5555555556,0.5151515152,0.4285714286,0.3333333333,0,0.0769230769,0.6000000000,0.6295690283
0.5555555556,0.2424242424,0.2857142857,0.3333333333,0,0.4615384615,0.4162162162,0.4334279397
0.5555555556,0.7575757576,0.0714285714,0.1666666667,0,0.0769230769,0.5351351351,0.6735348890
0.5555555556,0.2121212121,0.1428571429,0.3333333333,0,0.3076923077,0.6756756757,0.5089023901
0.5555555556,0.8181818182,0.4285714286,0.5000000000,0,0.3846153846,0.5315315315,0.6267715501
0.5555555556,0.7272727273,0.2857142857,0.6666666667,1,0.6153846154,0.5702702703,0.5355314982
0.5555555556,0.4848484848,0.0714285714,0.5000000000,0,0.0769230769,0.5387387387,0.6028935237
0.5555555556,0.1515151515,0.2142857143,0.1666666667,0,0.0769230769,0.3405405405,0.6692795870
0.5555555556,0.3636363636,0.3571428571,0.5000000000,0,0.0769230769,0.5135135135,0.8125319991
0.6666666667,0.5757575758,0.2857142857,0.1666666667,0,0.4615384615,0.4414414414,0.5659955366
0.6666666667,0.6969696970,0.1428571429,0.1666666667,0,0.0769230769,0.4774774775,0.3284052838
0.6666666667,0.3939393939,0.1428571429,0.3333333333,0,0.3076923077,0.5531531532,0.7297388370
0.6666666667,0.1212121212,0.4285714286,0.3333333333,0,0.3846153846,0.4720720721,0.6680282936
0.6666666667,0.8181818182,0.7857142857,0.3333333333,0,0.4615384615,0.4594594595,0.5833309471
0.6666666667,0.3636363636,0.8571428571,0.3333333333,0,0.0000000000,0.5315315315,0.5822165397
0.6666666667,0.0909090909,0.9285714286,0.3333333333,0,0.7692307692,0.1891891892,0.4525698383
0.6666666667,0.5454545455,0.7142857143,0.1666666667,2,0.0000000000,0.5225225225,0.3787986854
0.6666666667,0.6060606061,0.0000000000,0.5000000000,0,0.1538461538,0.6702702703,0.2482832934
0.6666666667,0.4545454545,0.4285714286,0.3333333333,0,0.1538461538,0.5063063063,0.8181723326
0.6666666667,0.9090909091,0.0000000000,0.6666666667,0,0.0769230769,0.7567567568,0.3164342194
0.6666666667,0.0606060606,0.4285714286,0.5000000000,0,0.6923076923,0.5855855856,0.7508672112
0.6666666667,0.4545454545,0.0000000000,0.6666666667,0,0.3076923077,0.4630630631,0.4084817619
0.6666666667,0.8484848485,0.6428571429,0.5000000000,0,0.6923076923,0.4792792793,0.4551333589
0.6666666667,0.3333333333,0.3571428571,0.6666666667,0,0.4615384615,0.6720720721,0.5239203294
0.6666666667,0.5454545455,0.7142857143,0.3333333333,0,0.6923076923,0.4054054054,0.5798431316
0.6666666667,0.2424242424,0.1428571429,0.5000000000,0,0.3076923077,0.4774774775,0.5971932331
0.6666666667,0.5454545455,0.2142857143,0.5000000000,0,0.0000000000,0.5549549550,0.4694152195
0.6666666667,0.5757575758,0.0714285714,0.3333333333,0,0.4615384615,0.5873873874,0.5068731148
0.6666666667,0.7575757576,0.1428571429,0.5000000000,0,0.8461538462,0.7621621622,0.5305809349
0.6666666667,0.4242424242,0.0714285714,0.5000000000,0,0.0769230769,0.3855855856,0.7885692108
0.6666666667,0.8787878788,0.7857142857,0.3333333333,0,0.0000000000,0.4414414414,0.4892144981
0.7777777778,0.1515151515,0.4285714286,0.5000000000,0,0.0769230769,0.4873873874,0.5745979450
0.7777777778,0.6969696970,0.1428571429,0.3333333333,0,0.4615384615,0.5189189189,0.6109176736
0.7777777778,0.0000000000,0.2857142857,0.5000000000,0,0.6923076923,0.4900900901,0.5110400667
0.7777777778,0.8484848485,0.2142857143,0.3333333333,0,0.0000000000,0.5603603604,0.3418817746
0.7777777778,0.2727272727,0.7142857143,0.3333333333,0,0.1538461538,0.6594594595,0.2690522724
0.7777777778,0.3636363636,0.0714285714,0.5000000000,0,0.0769230769,0.4900900901,0.6910909279
0.7777777778,0.9393939394,0.1428571429,0.1666666667,1,0.3076923077,0.4414414414,0.5066346770
0.7777777778,0.3030303030,0.4285714286,0.3333333333,0,0.0000000000,0.3153153153,0.6600353651
0.7777777778,0.2121212121,0.4285714286,0.3333333333,0,0.1538461538,0.3351351351,0.5235204025
0.7777777778,0.5151515152,0.7142857143,0.5000000000,0,0.3076923077,0.2351351351,0.5667426591
0.7777777778,0.5454545455,0.4285714286,0.3333333333,0,0.4615384615,0.3639639640,0.5047954454
0.7777777778,0.2121212121,0.2142857143,0.3333333333,0,0.0769230769,0.4954954955,0.6590462122
0.7777777778,0.6363636364,0.1428571429,0.5000000000,0,0.0769230769,0.5108108108,0.5184130700
0.7777777778,0.3333333333,0.7142857143,0.3333333333,1,0.8461538462,0.4594594595,0.3765336556
0.7777777778,0.8181818182,0.2142857143,0.3333333333,0,0.0769230769,0.5189189189,0.4454259297
0.7777777778,0.5454545455,0.0714285714,0.6666666667,0,0.0769230769,0.5099099099,0.5399034334
0.7777777778,0.7272727273,0.7142857143,0.5000000000,1,0.4615384615,0.4972972973,0.4218212217
0.8888888889,0.6969696970,0.4285714286,0.3333333333,0,0.0769230769,0.4774774775,0.6300310831
0.8888888889,0.6363636364,0.6428571429,0.5000000000,0,0.1538461538,0.1711711712,0.5291031854
0.8888888889,0.8484848485,0.1428571429,0.3333333333,0,0.0769230769,0.4666666667,0.6673666199
0.8888888889,0.4848484848,0.9285714286,0.5000000000,0,0.3846153846,0.4990990991,0.6207216118
0.8888888889,0.0909090909,0.2142857143,0.5000000000,0,0.0000000000,0.5018018018,0.5809758138
0.8888888889,0.9090909091,0.7857142857,0.3333333333,0,0.0769230769,0.2234234234,0.4623355039
0.8888888889,0.0606060606,0.3571428571,0.3333333333,0,0.0769230769,0.5225225225,0.5414119279
0.8888888889,0.5757575758,0.2142857143,0.3333333333,0,0.1538461538,0.1891891892,0.5259259992
0.8888888889,0.5151515152,0.2142857143,0.5000000000,0,0.4615384615,0.2702702703,0.7163437292
0.8888888889,0.4848484848,0.1428571429,0.3333333333,0,0.6923076923,0.1711711712,0.4438242593
0.8888888889,0.0303030303,0.6428571429,0.5000000000,0,0.0000000000,0.3288288288,0.4957266874
0.8888888889,0.5151515152,0.1428571429,0.3333333333,0,0.0769230769,0.5657657658,0.3281408985
1.0000000000,0.6969696970,0.4285714286,0.3333333333,0,0.6153846154,0.2432432432,0.4796066179
1.0000000000,0.1818181818,0.0714285714,0.1666666667,0,0.0000000000,0.5675675676,0.6527588632
1.0000000000,0.0303030303,0.6428571429,0.3333333333,0,0.1538461538,0.2360360360,0.3328268561
1.0000000000,0.2727272727,0.2142857143,0.3333333333,0,0.1538461538,0.2252252252,0.6414601850
1.0000000000,0.6666666667,0.0714285714,0.5000000000,0,0.7692307692,0.3513513514,0.4766706062
1.0000000000,0.1818181818,0.4285714286,0.3333333333,0,0.0000000000,0.5855855856,0.4094625957
1.0000000000,0.3030303030,0.0000000000,0.8333333333,0,0.6923076923,0.2414414414,0.3380527167
1.0000000000,0.1212121212,0.7857142857,0.5000000000,0,0.0769230769,0.3135135135,0.7206873759
